"i","User ID","Ensembl Gene ID","Symbol","Gene Type","Species","Chr","Position (Mbp)"
20932,"ENSG00000214688","ENSG00000214688","C10orf105","protein_coding","Human","10",71.711701
20933,"ENSG00000107738","ENSG00000107738","VSIR","protein_coding","Human","10",71.747556
20934,"ENSG00000197746","ENSG00000197746","PSAP","protein_coding","Human","10",71.816298
20935,"ENSG00000122863","ENSG00000122863","CHST3","protein_coding","Human","10",71.964395
20936,"ENSG00000107742","ENSG00000107742","SPOCK2","protein_coding","Human","10",72.059034
20937,"ENSG00000138303","ENSG00000138303","ASCC1","protein_coding","Human","10",72.096032
20938,"ENSG00000166295","ENSG00000166295","ANAPC16","protein_coding","Human","10",72.216
20939,"ENSG00000168209","ENSG00000168209","DDIT4","protein_coding","Human","10",72.273924
20940,"ENSG00000148719","ENSG00000148719","DNAJB12","protein_coding","Human","10",72.33283
20941,"ENSG00000107745","ENSG00000107745","MICU1","protein_coding","Human","10",72.367327
20942,"ENSG00000156026","ENSG00000156026","MCU","protein_coding","Human","10",72.692131
20943,"ENSG00000138315","ENSG00000138315","OIT3","protein_coding","Human","10",72.893584
20944,"ENSG00000138308","ENSG00000138308","PLA2G12B","protein_coding","Human","10",72.93517
20945,"ENSG00000122884","ENSG00000122884","P4HA1","protein_coding","Human","10",73.007217
20946,"ENSG00000166321","ENSG00000166321","NUDT13","protein_coding","Human","10",73.110375
20947,"ENSG00000122882","ENSG00000122882","ECD","protein_coding","Human","10",73.130155
20948,"ENSG00000138286","ENSG00000138286","FAM149B1","protein_coding","Human","10",73.168166
20949,"ENSG00000213551","ENSG00000213551","DNAJC9","protein_coding","Human","10",73.183362
20950,"ENSG00000182180","ENSG00000182180","MRPS16","protein_coding","Human","10",73.248843
20951,"ENSG00000156042","ENSG00000156042","CFAP70","protein_coding","Human","10",73.253759
20952,"ENSG00000138279","ENSG00000138279","ANXA7","protein_coding","Human","10",73.375101
20953,"ENSG00000166343","ENSG00000166343","MSS51","protein_coding","Human","10",73.423579
20954,"ENSG00000107758","ENSG00000107758","PPP3CB","protein_coding","Human","10",73.436428
20955,"ENSG00000166348","ENSG00000166348","USP54","protein_coding","Human","10",73.497538
20956,"ENSG00000177791","ENSG00000177791","MYOZ1","protein_coding","Human","10",73.631654
20957,"ENSG00000166317","ENSG00000166317","SYNPO2L","protein_coding","Human","10",73.644881
20958,"ENSG00000172650","ENSG00000172650","AGAP5","protein_coding","Human","10",73.674285
20959,"ENSG00000176986","ENSG00000176986","SEC24C","protein_coding","Human","10",73.744372
20960,"ENSG00000196968","ENSG00000196968","FUT11","protein_coding","Human","10",73.772276
20961,"ENSG00000172586","ENSG00000172586","CHCHD1","protein_coding","Human","10",73.782047
20962,"ENSG00000214655","ENSG00000214655","ZSWIM8","protein_coding","Human","10",73.785582
20963,"ENSG00000272916","ENSG00000272916","","protein_coding","Human","10",73.796514
20964,"ENSG00000166507","ENSG00000166507","NDST2","protein_coding","Human","10",73.801911
20965,"ENSG00000148660","ENSG00000148660","CAMK2G","protein_coding","Human","10",73.812501
20966,"ENSG00000122861","ENSG00000122861","PLAU","protein_coding","Human","10",73.909177
20967,"ENSG00000222047","ENSG00000222047","C10orf55","protein_coding","Human","10",73.909969
20968,"ENSG00000035403","ENSG00000035403","VCL","protein_coding","Human","10",73.995193
20969,"ENSG00000185009","ENSG00000185009","AP3M1","protein_coding","Human","10",74.120255
20970,"ENSG00000156110","ENSG00000156110","ADK","protein_coding","Human","10",74.151185
20971,"ENSG00000156650","ENSG00000156650","KAT6B","protein_coding","Human","10",74.824927
20972,"ENSG00000188716","ENSG00000188716","DUPD1","protein_coding","Human","10",75.037836
20973,"ENSG00000079393","ENSG00000079393","DUSP13","protein_coding","Human","10",75.094432
20974,"ENSG00000156671","ENSG00000156671","SAMD8","protein_coding","Human","10",75.099586
20975,"ENSG00000165637","ENSG00000165637","VDAC2","protein_coding","Human","10",75.210154
20976,"ENSG00000165644","ENSG00000165644","COMTD1","protein_coding","Human","10",75.233969
20977,"ENSG00000165655","ENSG00000165655","ZNF503","protein_coding","Human","10",75.39783
20978,"ENSG00000148655","ENSG00000148655","LRMDA","protein_coding","Human","10",75.431624
20979,"ENSG00000156113","ENSG00000156113","KCNMA1","protein_coding","Human","10",76.869601
20980,"ENSG00000151208","ENSG00000151208","DLG5","protein_coding","Human","10",77.790791
20981,"ENSG00000148606","ENSG00000148606","POLR3A","protein_coding","Human","10",77.969251
20982,"ENSG00000138326","ENSG00000138326","RPS24","protein_coding","Human","10",78.033732
20983,"ENSG00000108175","ENSG00000108175","ZMIZ1","protein_coding","Human","10",79.068966
20984,"ENSG00000108179","ENSG00000108179","PPIF","protein_coding","Human","10",79.347469
20985,"ENSG00000165424","ENSG00000165424","ZCCHC24","protein_coding","Human","10",79.382325
20986,"ENSG00000253626","ENSG00000253626","EIF5AL1","protein_coding","Human","10",79.512601
20987,"ENSG00000185303","ENSG00000185303","SFTPA2","protein_coding","Human","10",79.555852
20988,"ENSG00000122852","ENSG00000122852","SFTPA1","protein_coding","Human","10",79.610939
20989,"ENSG00000188199","ENSG00000188199","NUTM2B","protein_coding","Human","10",79.703227
20990,"ENSG00000228570","ENSG00000228570","NUTM2E","protein_coding","Human","10",79.841358
20991,"ENSG00000133661","ENSG00000133661","SFTPD","protein_coding","Human","10",79.93774
20992,"ENSG00000133678","ENSG00000133678","TMEM254","protein_coding","Human","10",80.078646
20993,"ENSG00000189129","ENSG00000189129","PLAC9","protein_coding","Human","10",80.131682
20994,"ENSG00000122359","ENSG00000122359","ANXA11","protein_coding","Human","10",80.150889
20995,"ENSG00000151224","ENSG00000151224","MAT1A","protein_coding","Human","10",80.27182
20996,"ENSG00000170788","ENSG00000170788","DYDC1","protein_coding","Human","10",80.336105
20997,"ENSG00000133665","ENSG00000133665","DYDC2","protein_coding","Human","10",80.344745
20998,"ENSG00000122378","ENSG00000122378","PRXL2A","protein_coding","Human","10",80.407829
20999,"ENSG00000108219","ENSG00000108219","TSPAN14","protein_coding","Human","10",80.454166
21000,"ENSG00000178217","ENSG00000178217","SH2D4B","protein_coding","Human","10",80.537902
21001,"ENSG00000185737","ENSG00000185737","NRG3","protein_coding","Human","10",81.875194
21002,"ENSG00000165678","ENSG00000165678","GHITM","protein_coding","Human","10",84.139509
21003,"ENSG00000188373","ENSG00000188373","C10orf99","protein_coding","Human","10",84.173801
21004,"ENSG00000148600","ENSG00000148600","CDHR1","protein_coding","Human","10",84.194537
21005,"ENSG00000204033","ENSG00000204033","LRIT2","protein_coding","Human","10",84.220495
21006,"ENSG00000148604","ENSG00000148604","RGR","protein_coding","Human","10",84.230666
21007,"ENSG00000148602","ENSG00000148602","LRIT1","protein_coding","Human","10",84.231593
21008,"ENSG00000107771","ENSG00000107771","CCSER2","protein_coding","Human","10",84.328586
21009,"ENSG00000182771","ENSG00000182771","GRID1","protein_coding","Human","10",85.599552
21010,"ENSG00000062650","ENSG00000062650","WAPL","protein_coding","Human","10",86.435256
21011,"ENSG00000122375","ENSG00000122375","OPN4","protein_coding","Human","10",86.654547
21012,"ENSG00000122367","ENSG00000122367","LDB3","protein_coding","Human","10",86.668449
21013,"ENSG00000107779","ENSG00000107779","BMPR1A","protein_coding","Human","10",86.756601
21014,"ENSG00000173269","ENSG00000173269","MMRN2","protein_coding","Human","10",86.93554
21015,"ENSG00000173267","ENSG00000173267","SNCG","protein_coding","Human","10",86.958599
21016,"ENSG00000148671","ENSG00000148671","ADIRF","protein_coding","Human","10",86.968192
21017,"ENSG00000188100","ENSG00000188100","FAM25A","protein_coding","Human","10",87.020294
21018,"ENSG00000148672","ENSG00000148672","GLUD1","protein_coding","Human","10",87.050202
21019,"ENSG00000122376","ENSG00000122376","SHLD2","protein_coding","Human","10",87.094161
21020,"ENSG00000184923","ENSG00000184923","NUTM2A","protein_coding","Human","10",87.225448
21021,"ENSG00000214562","ENSG00000214562","NUTM2D","protein_coding","Human","10",87.357668
21022,"ENSG00000107789","ENSG00000107789","MINPP1","protein_coding","Human","10",87.504875
21023,"ENSG00000198682","ENSG00000198682","PAPSS2","protein_coding","Human","10",87.659613
21024,"ENSG00000138138","ENSG00000138138","ATAD1","protein_coding","Human","10",87.751512
21025,"ENSG00000227268","ENSG00000227268","KLLN","protein_coding","Human","10",87.859161
21026,"ENSG00000171862","ENSG00000171862","PTEN","protein_coding","Human","10",87.863625
21027,"ENSG00000184719","ENSG00000184719","RNLS","protein_coding","Human","10",88.273864
21028,"ENSG00000204022","ENSG00000204022","LIPJ","protein_coding","Human","10",88.586753
21029,"ENSG00000182333","ENSG00000182333","LIPF","protein_coding","Human","10",88.664441
21030,"ENSG00000204021","ENSG00000204021","LIPK","protein_coding","Human","10",88.724544
21031,"ENSG00000204020","ENSG00000204020","LIPN","protein_coding","Human","10",88.761406
21032,"ENSG00000173239","ENSG00000173239","LIPM","protein_coding","Human","10",88.80273
21033,"ENSG00000152766","ENSG00000152766","ANKRD22","protein_coding","Human","10",88.819896
21034,"ENSG00000138134","ENSG00000138134","STAMBPL1","protein_coding","Human","10",88.879734
21035,"ENSG00000107796","ENSG00000107796","ACTA2","protein_coding","Human","10",88.935074
21036,"ENSG00000026103","ENSG00000026103","FAS","protein_coding","Human","10",88.990531
21037,"ENSG00000138135","ENSG00000138135","CH25H","protein_coding","Human","10",89.205629
21038,"ENSG00000107798","ENSG00000107798","LIPA","protein_coding","Human","10",89.213569
21039,"ENSG00000119922","ENSG00000119922","IFIT2","protein_coding","Human","10",89.283694
21040,"ENSG00000119917","ENSG00000119917","IFIT3","protein_coding","Human","10",89.327997
21041,"ENSG00000204010","ENSG00000204010","IFIT1B","protein_coding","Human","10",89.378056
21042,"ENSG00000185745","ENSG00000185745","IFIT1","protein_coding","Human","10",89.392546
21043,"ENSG00000152778","ENSG00000152778","IFIT5","protein_coding","Human","10",89.414568
21044,"ENSG00000152779","ENSG00000152779","SLC16A12","protein_coding","Human","10",89.430299
21045,"ENSG00000152782","ENSG00000152782","PANK1","protein_coding","Human","10",89.579497
21046,"ENSG00000138182","ENSG00000138182","KIF20B","protein_coding","Human","10",89.70161
21047,"ENSG00000148680","ENSG00000148680","HTR7","protein_coding","Human","10",90.740823
21048,"ENSG00000148688","ENSG00000148688","RPP30","protein_coding","Human","10",90.871716
21049,"ENSG00000148677","ENSG00000148677","ANKRD1","protein_coding","Human","10",90.912096
21050,"ENSG00000180628","ENSG00000180628","PCGF5","protein_coding","Human","10",91.163012
21051,"ENSG00000165338","ENSG00000165338","HECTD2","protein_coding","Human","10",91.40928
21052,"ENSG00000119938","ENSG00000119938","PPP1R3C","protein_coding","Human","10",91.628442
21053,"ENSG00000107854","ENSG00000107854","TNKS2","protein_coding","Human","10",91.798426
21054,"ENSG00000174721","ENSG00000174721","FGFBP3","protein_coding","Human","10",91.906589
21055,"ENSG00000095564","ENSG00000095564","BTAF1","protein_coding","Human","10",91.92377
21056,"ENSG00000107864","ENSG00000107864","CPEB3","protein_coding","Human","10",92.046692
21057,"ENSG00000198060","ENSG00000198060","MARCH5","protein_coding","Human","10",92.291167
21058,"ENSG00000119912","ENSG00000119912","IDE","protein_coding","Human","10",92.451684
21059,"ENSG00000138160","ENSG00000138160","KIF11","protein_coding","Human","10",92.59313
21060,"ENSG00000152804","ENSG00000152804","HHEX","protein_coding","Human","10",92.689955
21061,"ENSG00000138190","ENSG00000138190","EXOC6","protein_coding","Human","10",92.834713
21062,"ENSG00000187553","ENSG00000187553","CYP26C1","protein_coding","Human","10",93.060798
21063,"ENSG00000095596","ENSG00000095596","CYP26A1","protein_coding","Human","10",93.073475
21064,"ENSG00000138119","ENSG00000138119","MYOF","protein_coding","Human","10",93.306429
21065,"ENSG00000138180","ENSG00000138180","CEP55","protein_coding","Human","10",93.496632
21066,"ENSG00000186188","ENSG00000186188","FFAR4","protein_coding","Human","10",93.566665
21067,"ENSG00000138207","ENSG00000138207","RBP4","protein_coding","Human","10",93.591687
21068,"ENSG00000095464","ENSG00000095464","PDE6C","protein_coding","Human","10",93.612588
21069,"ENSG00000148690","ENSG00000148690","FRA10AC1","protein_coding","Human","10",93.667883
21070,"ENSG00000108231","ENSG00000108231","LGI1","protein_coding","Human","10",93.75784
21071,"ENSG00000176273","ENSG00000176273","SLC35G1","protein_coding","Human","10",93.893973
21072,"ENSG00000138193","ENSG00000138193","PLCE1","protein_coding","Human","10",94.030812
21073,"ENSG00000173145","ENSG00000173145","NOC3L","protein_coding","Human","10",94.333226
21074,"ENSG00000108239","ENSG00000108239","TBC1D12","protein_coding","Human","10",94.402504
21075,"ENSG00000119969","ENSG00000119969","HELLS","protein_coding","Human","10",94.501434
21076,"ENSG00000108242","ENSG00000108242","CYP2C18","protein_coding","Human","10",94.683729
21077,"ENSG00000276490","ENSG00000276490","","protein_coding","Human","10",94.688154
21078,"ENSG00000165841","ENSG00000165841","CYP2C19","protein_coding","Human","10",94.762681
21079,"ENSG00000138109","ENSG00000138109","CYP2C9","protein_coding","Human","10",94.938658
21080,"ENSG00000138115","ENSG00000138115","CYP2C8","protein_coding","Human","10",95.036772
21081,"ENSG00000173124","ENSG00000173124","ACSM6","protein_coding","Human","10",95.1942
21082,"ENSG00000107438","ENSG00000107438","PDLIM1","protein_coding","Human","10",95.237572
21083,"ENSG00000095637","ENSG00000095637","SORBS1","protein_coding","Human","10",95.311771
21084,"ENSG00000059573","ENSG00000059573","ALDH18A1","protein_coding","Human","10",95.605941
21085,"ENSG00000119977","ENSG00000119977","TCTN3","protein_coding","Human","10",95.663396
21086,"ENSG00000138185","ENSG00000138185","ENTPD1","protein_coding","Human","10",95.711779
21087,"ENSG00000270099","ENSG00000270099","","protein_coding","Human","10",95.860548
21088,"ENSG00000188649","ENSG00000188649","CC2D2B","protein_coding","Human","10",95.907603
21089,"ENSG00000107443","ENSG00000107443","CCNJ","protein_coding","Human","10",96.043394
21090,"ENSG00000177853","ENSG00000177853","ZNF518A","protein_coding","Human","10",96.129715
21091,"ENSG00000095585","ENSG00000095585","BLNK","protein_coding","Human","10",96.191702
21092,"ENSG00000107447","ENSG00000107447","DNTT","protein_coding","Human","10",96.304409
21093,"ENSG00000197430","ENSG00000197430","OPALIN","protein_coding","Human","10",96.343221
21094,"ENSG00000095587","ENSG00000095587","TLL2","protein_coding","Human","10",96.364608
21095,"ENSG00000077147","ENSG00000077147","TM9SF3","protein_coding","Human","10",96.51811
21096,"ENSG00000155629","ENSG00000155629","PIK3AP1","protein_coding","Human","10",96.593315
21097,"ENSG00000196233","ENSG00000196233","LCOR","protein_coding","Human","10",96.832282
21098,"ENSG00000187122","ENSG00000187122","SLIT1","protein_coding","Human","10",96.998038
21099,"ENSG00000269891","ENSG00000269891","ARHGAP19-SLIT1","protein_coding","Human","10",97.153045
21100,"ENSG00000213390","ENSG00000213390","ARHGAP19","protein_coding","Human","10",97.222173
21101,"ENSG00000165879","ENSG00000165879","FRAT1","protein_coding","Human","10",97.319267
21102,"ENSG00000181274","ENSG00000181274","FRAT2","protein_coding","Human","10",97.332497
21103,"ENSG00000052749","ENSG00000052749","RRP12","protein_coding","Human","10",97.356358
21104,"ENSG00000171314","ENSG00000171314","PGAM1","protein_coding","Human","10",97.426191
21105,"ENSG00000171311","ENSG00000171311","EXOSC1","protein_coding","Human","10",97.436142
21106,"ENSG00000171307","ENSG00000171307","ZDHHC16","protein_coding","Human","10",97.44617
21107,"ENSG00000155229","ENSG00000155229","MMS19","protein_coding","Human","10",97.458324
21108,"ENSG00000165886","ENSG00000165886","UBTD1","protein_coding","Human","10",97.498924
21109,"ENSG00000165887","ENSG00000165887","ANKRD2","protein_coding","Human","10",97.572499
21110,"ENSG00000241935","ENSG00000241935","HOGA1","protein_coding","Human","10",97.584323
21111,"ENSG00000249967","ENSG00000249967","","protein_coding","Human","10",97.584374
21112,"ENSG00000203942","ENSG00000203942","C10orf62","protein_coding","Human","10",97.589727
21113,"ENSG00000171160","ENSG00000171160","MORN4","protein_coding","Human","10",97.614553
